home_wins_5,home_draws_5,home_losses_5,home_gf_5,home_ga_5,away_wins_5,away_draws_5,away_losses_5,away_gf_5,away_ga_5,home_home_wins,home_home_draws,home_home_losses,away_away_wins,away_away_draws,away_away_losses,h2h_home_ratio,h2h_draw_ratio,elo_diff,elo_home_expected,home_pts_per_game,away_pts_per_game,result
0,2,3,9,14,2,3,0,8,4,1,1,1,1,2,0,0.0,1.0,-437.61,0.1253,0.5909,2.1364,2
3,1,1,9,6,2,3,0,5,2,1,1,1,1,2,0,0.0,0.3333333333333333,43.37,0.6954,1.5455,1.2727,2
1,3,1,7,7,1,2,2,7,9,1,2,0,0,1,2,0.6666666666666666,0.0,210.9,0.8569,1.5,0.619,1
2,1,2,5,3,2,1,2,6,4,2,1,0,1,0,2,1.0,0.0,156.15,0.8137,1.5909,0.9545,0
1,1,3,5,9,2,1,2,7,6,0,1,2,1,0,2,0.6666666666666666,0.0,97.86,0.7575,1.3182,1.0952,0
3,0,2,10,6,3,0,2,16,11,2,0,1,0,1,2,0.3333333333333333,0.3333333333333333,-6.52,0.6314,1.7273,1.8182,0
0,2,3,4,13,2,1,2,4,4,1,1,1,2,0,1,0.0,0.0,-93.38,0.5095,0.8182,1.1818,1
0,3,2,7,11,3,1,1,11,6,0,3,0,2,0,1,1.0,0.0,-178.76,0.3886,1.1364,2.0909,0
1,2,2,7,7,2,2,1,6,5,0,1,2,0,1,2,0.0,0.0,-12.28,0.6236,0.9167,1.0,2
3,1,1,5,3,3,2,0,13,4,3,0,0,1,1,1,0.0,0.6666666666666666,-90.09,0.5143,1.4583,1.7083,2
3,1,1,7,9,1,3,1,5,4,3,0,0,1,1,1,0.3333333333333333,0.0,-230.69,0.3203,0.9583,2.0833,2
0,1,4,5,12,4,1,0,14,3,0,1,2,1,2,0,0.3333333333333333,0.0,-337.84,0.2028,0.9583,2.125,2
4,1,0,12,5,2,0,3,5,7,2,1,0,1,1,1,0.0,0.0,77.11,0.7349,1.2,1.16,1
0,1,4,3,15,2,0,3,7,7,0,0,3,1,0,2,1.0,0.0,-146.43,0.4336,0.68,1.2,2
3,0,2,8,6,3,0,2,8,4,1,1,1,3,0,0,0.3333333333333333,0.6666666666666666,21.23,0.6677,1.56,1.2,2
4,1,0,12,4,1,1,3,5,8,2,1,0,0,1,2,0.6666666666666666,0.0,349.48,0.93,2.12,1.08,2
3,1,1,14,6,1,0,4,4,9,2,0,1,0,0,3,0.6666666666666666,0.0,228.96,0.8692,1.72,0.76,2
1,0,4,7,13,3,0,2,8,9,0,0,3,2,0,1,0.0,1.0,-244.3,0.3035,0.36,1.48,2
0,4,1,6,8,2,1,2,8,10,0,3,0,0,1,2,0.3333333333333333,0.3333333333333333,-63.86,0.5518,1.5,1.72,0
0,1,4,5,10,3,2,0,9,4,0,1,2,0,3,0,0.0,1.0,-254.31,0.2915,0.8,1.7083,0
0,2,3,4,8,3,1,1,13,6,0,1,2,2,0,1,0.0,0.0,-232.28,0.3183,0.64,1.84,1
1,3,1,7,6,3,1,1,7,5,1,2,0,2,0,1,0.3333333333333333,0.3333333333333333,-114.91,0.4785,1.12,1.7083,0
2,1,2,7,6,2,1,2,7,6,2,1,0,0,1,2,0.3333333333333333,0.6666666666666666,266.95,0.8921,2.16,1.2,0
1,4,0,7,5,0,0,5,2,9,2,1,0,0,1,2,1.0,0.0,294.9,0.9066,1.6818,0.6364,1
4,1,0,12,6,2,3,0,9,5,3,0,0,1,2,0,0.3333333333333333,0.3333333333333333,157.58,0.815,2.5,1.9091,0
2,1,2,9,11,2,0,3,8,7,0,1,2,2,0,1,0.3333333333333333,0.3333333333333333,-161.99,0.4117,0.9545,1.5909,1
1,2,2,5,12,2,0,3,4,6,0,2,1,2,0,1,0.0,0.0,-140.98,0.4413,0.9545,1.5,0
1,2,2,5,7,0,3,2,4,6,0,0,3,1,2,0,0.6666666666666666,0.0,-171.6,0.3984,0.7727,1.2273,2
3,1,1,7,3,3,1,1,9,8,3,0,0,3,0,0,0.0,0.3333333333333333,13.94,0.6583,1.5,1.4545,1
3,1,1,9,4,2,0,3,5,10,3,0,0,1,0,2,0.0,0.6666666666666666,293.71,0.9061,1.8182,0.6818,0
2,2,1,11,5,4,1,0,13,5,2,1,0,3,0,0,0.0,0.0,-230.88,0.3201,1.6364,2.5455,2
2,3,0,8,4,0,0,5,2,15,2,1,0,0,0,3,0.0,1.0,329.19,0.9221,1.875,0.625,0
2,2,1,9,4,1,0,4,5,10,2,1,0,1,0,2,1.0,0.0,251.66,0.8833,2.125,1.2917,0
3,2,0,7,2,2,1,2,9,8,0,2,1,1,0,2,0.0,0.6666666666666666,3.97,0.6453,1.25,1.3333,2
1,0,4,3,10,1,2,2,4,6,2,0,1,0,2,1,1.0,0.0,50.03,0.7034,1.2917,1.0,0
2,0,3,8,11,2,1,2,12,10,1,0,2,1,0,2,0.6666666666666666,0.0,-25.36,0.6058,1.64,1.88,0
3,1,1,16,8,3,2,0,12,6,3,0,0,1,2,0,0.0,0.6666666666666666,-97.18,0.5041,1.76,2.3462,2
2,0,3,8,7,2,3,0,9,7,1,0,2,1,2,0,0.0,0.0,-215.31,0.3399,1.0,2.24,0
1,1,3,2,10,3,0,2,8,6,0,1,2,1,0,2,0.3333333333333333,0.0,-206.14,0.3518,0.92,1.68,0
0,1,4,3,13,2,2,1,10,5,0,1,2,2,1,0,0.0,0.0,-336.56,0.204,0.84,2.04,2
2,1,2,7,6,4,0,1,10,4,2,0,1,1,1,1,0.0,0.6666666666666666,-271.48,0.2715,1.0,1.84,2
2,2,1,8,6,1,1,3,4,9,0,2,1,1,0,2,0.3333333333333333,0.3333333333333333,20.08,0.6662,1.2917,1.4167,1
4,1,0,8,3,0,1,4,2,11,2,1,0,0,0,3,0.6666666666666666,0.3333333333333333,268.34,0.8929,1.48,0.56,0
3,0,2,10,9,3,0,2,12,5,1,1,1,2,1,0,0.6666666666666666,0.0,-55.99,0.563,1.5385,1.6538,0
3,0,2,8,4,1,3,1,6,7,0,1,2,1,1,1,0.3333333333333333,0.3333333333333333,25.58,0.6732,1.2692,1.5556,0
2,0,3,5,6,3,0,2,6,5,1,0,2,2,0,1,0.6666666666666666,0.0,-85.53,0.5208,0.8462,1.5,2
2,0,3,7,10,1,0,4,6,14,2,1,0,1,0,2,1.0,0.0,298.94,0.9086,1.6538,0.3462,0
2,0,3,14,13,3,1,1,10,4,2,1,0,2,1,0,0.0,0.0,-161.4,0.4125,1.8077,2.0385,1
3,0,2,7,5,3,2,0,11,5,0,1,2,2,0,1,0.0,0.3333333333333333,-2.11,0.6373,1.4231,1.1923,1
3,0,2,10,6,3,0,2,14,8,1,0,2,1,1,1,0.3333333333333333,0.3333333333333333,-129.2,0.4581,1.2692,1.6923,2
1,1,3,4,8,0,1,4,4,17,1,0,2,0,2,1,0.0,1.0,98.92,0.7586,1.1538,0.6538,0
3,2,0,10,5,2,0,3,9,14,2,1,0,2,0,1,0.6666666666666666,0.3333333333333333,230.99,0.8705,2.3704,1.6923,0
1,1,3,3,6,1,0,4,2,13,1,0,2,1,0,2,0.0,0.0,152.11,0.8102,1.1538,0.6538,0
2,2,1,6,5,3,1,1,8,5,3,0,0,1,0,2,0.0,0.5,-5.51,0.6327,1.64,1.64,0
1,1,3,5,8,4,1,0,13,4,1,0,2,2,1,0,0.3333333333333333,0.0,-176.69,0.3914,1.5652,2.5217,2
3,0,2,16,11,0,1,4,2,9,3,0,0,0,1,2,0.3333333333333333,0.3333333333333333,235.64,0.8735,1.7391,0.9565,0
0,0,5,2,20,0,1,4,4,10,1,0,2,0,0,3,0.0,0.0,-52.57,0.5678,0.6,0.92,1
2,0,3,6,6,1,2,2,3,6,2,0,1,1,1,1,0.3333333333333333,0.3333333333333333,160.09,0.8172,1.6154,0.9615,0
1,1,3,4,6,2,1,2,11,7,1,1,1,1,0,2,0.0,0.0,-94.52,0.5079,0.913,1.3913,2
1,2,2,5,7,1,2,2,7,11,1,1,1,2,0,1,0.3333333333333333,0.0,-94.41,0.508,0.6364,0.9565,2
1,1,3,4,13,1,4,0,6,5,1,0,2,1,1,1,0.3333333333333333,0.3333333333333333,-81.33,0.5268,1.3043,1.4783,2
1,4,0,6,4,3,1,1,6,1,1,2,0,1,0,2,0.3333333333333333,0.3333333333333333,8.81,0.6517,1.6522,1.6522,2
0,1,4,4,9,3,1,1,8,6,0,0,3,2,0,1,0.0,0.3333333333333333,-150.66,0.4276,0.6522,1.4783,2
1,3,1,7,9,2,3,0,7,3,2,1,0,1,2,0,0.0,0.0,-196.88,0.3641,1.8261,2.1739,2
0,2,3,6,15,4,1,0,10,2,0,2,1,1,1,1,0.0,0.0,-270.74,0.2723,0.8261,1.8696,2
2,0,3,4,7,1,1,3,5,10,1,0,2,1,2,0,0.3333333333333333,0.6666666666666666,193.3,0.844,1.4348,0.7391,2
4,1,0,14,6,3,0,2,10,6,2,1,0,1,1,1,0.6666666666666666,0.3333333333333333,216.19,0.8606,2.5652,1.7826,0
1,0,4,4,10,2,2,1,7,6,1,0,2,0,2,1,0.6666666666666666,0.3333333333333333,8.38,0.6511,1.24,1.28,1
3,0,2,4,3,1,3,1,7,6,2,0,1,2,1,0,0.0,0.3333333333333333,12.07,0.6559,1.4,1.28,1
3,1,1,10,6,2,2,1,7,3,1,1,1,1,1,1,0.0,0.6666666666666666,-238.23,0.3109,1.4,2.16,0
2,3,0,8,3,2,3,0,13,4,1,2,0,1,2,0,0.6666666666666666,0.0,37.9,0.6886,2.12,1.92,0
3,2,0,13,2,0,2,3,3,7,0,2,1,0,1,2,1.0,0.0,334.4,0.9242,2.0769,0.6538,1
1,3,1,7,7,2,1,2,4,6,2,1,0,0,1,2,0.0,0.6666666666666666,-88.92,0.5159,2.1538,2.1923,1
3,1,1,9,5,1,0,4,6,9,2,0,1,0,0,3,1.0,0.0,76.88,0.7346,1.3846,0.8846,0
1,1,3,5,11,0,2,3,8,13,1,1,1,0,1,2,1.0,0.0,45.83,0.6984,1.0455,0.5652,2
2,3,0,6,2,4,0,1,9,2,1,1,1,2,0,1,0.3333333333333333,0.0,-8.68,0.6285,1.3478,1.6957,1
2,1,2,13,8,2,2,1,7,7,1,1,1,2,1,0,0.3333333333333333,0.0,57.96,0.7129,1.5652,1.4348,0
1,0,4,3,11,3,0,2,6,5,1,0,2,1,0,2,0.0,0.3333333333333333,-109.86,0.4858,0.6522,1.1304,2
1,3,1,10,9,3,1,1,6,2,1,2,0,1,1,1,0.0,0.0,-43.1,0.5812,1.2174,1.4783,2
1,2,2,5,7,1,2,2,8,7,1,1,1,1,2,0,0.0,1.0,-51.11,0.5699,1.1739,1.3043,2
3,0,2,10,8,2,1,2,7,12,2,1,0,1,1,1,0.6666666666666666,0.3333333333333333,201.89,0.8504,2.0,1.0435,0
0,2,3,3,9,3,1,1,7,3,1,1,1,3,0,0,0.0,1.0,-78.53,0.5309,0.96,1.2,0
5,0,0,15,2,2,0,3,6,9,3,0,0,0,0,3,0.6666666666666666,0.0,245.99,0.8799,2.16,1.36,0
1,2,2,5,6,0,2,3,4,7,1,1,1,1,1,1,0.0,0.6666666666666666,58.06,0.713,1.4,0.88,1
1,3,1,5,5,2,1,2,6,12,1,2,0,0,2,1,0.3333333333333333,0.3333333333333333,54.24,0.7085,1.28,0.92,1
0,1,4,1,12,2,2,1,8,6,1,1,1,0,2,1,0.0,0.6666666666666666,-195.11,0.3664,0.5385,1.1923,2
3,1,1,7,5,1,1,3,3,6,3,0,0,0,2,1,0.6666666666666666,0.0,197.42,0.8471,1.6923,0.9615,0
2,1,2,6,4,0,1,4,2,15,3,0,0,0,0,3,0.3333333333333333,0.6666666666666666,138.47,0.7978,1.1538,0.8077,1
4,1,0,9,2,2,0,3,6,7,2,1,0,1,1,1,0.0,0.0,99.25,0.759,1.5385,1.0769,0
2,1,2,6,5,2,2,1,10,6,2,1,0,2,1,0,0.6666666666666666,0.3333333333333333,-11.51,0.6247,1.5769,1.8077,2
4,0,1,9,4,2,1,2,3,7,3,0,0,1,1,1,0.6666666666666666,0.3333333333333333,301.93,0.91,1.8846,1.0,0
3,1,1,8,6,3,1,1,6,2,1,1,1,2,0,1,0.0,1.0,-106.32,0.4909,1.5417,1.7083,2
2,2,1,11,5,3,0,2,16,9,0,1,2,0,0,3,0.3333333333333333,0.0,-71.87,0.5404,1.375,1.7917,1
1,1,3,4,6,1,2,2,5,5,1,0,2,0,1,2,0.3333333333333333,0.3333333333333333,-79.1,0.53,0.9259,1.1481,1
1,1,3,7,11,1,1,3,6,9,0,1,2,1,1,1,0.0,0.0,-213.24,0.3426,0.6667,1.5,1
3,2,0,9,2,1,0,4,3,13,2,1,0,0,1,2,0.6666666666666666,0.3333333333333333,376.53,0.9395,2.2083,1.25,2
3,0,2,11,5,1,4,0,4,1,1,1,1,1,2,0,0.3333333333333333,0.3333333333333333,23.88,0.6711,1.4583,1.3333,2
4,1,0,14,4,1,2,2,5,5,3,0,0,0,2,1,0.6666666666666666,0.0,462.49,0.9622,2.5417,0.6087,2
2,3,0,6,4,0,1,4,1,8,0,3,0,1,0,2,0.0,1.0,156.59,0.8141,1.5417,0.875,1
4,1,0,8,0,1,3,1,5,4,2,0,1,0,3,0,0.0,0.0,-50.07,0.5714,1.6667,1.5833,1
4,0,1,8,2,5,0,0,17,6,2,0,1,3,0,0,0.0,0.3333333333333333,-377.78,0.1681,1.2083,2.5833,2
3,0,2,10,8,0,0,5,1,14,2,0,1,1,0,2,0.3333333333333333,0.6666666666666666,310.25,0.9139,1.7083,0.625,0
4,0,1,12,6,1,0,4,6,11,3,0,0,1,0,2,0.6666666666666666,0.0,148.73,0.8072,2.0417,1.375,2
2,2,1,8,7,1,1,3,4,9,2,0,1,0,1,2,0.0,0.0,72.67,0.7299,1.2692,1.0385,0
0,2,3,4,7,3,2,0,10,4,0,1,2,2,1,0,0.0,0.6666666666666666,-195.75,0.3656,0.8846,1.76,0
2,2,1,8,8,0,1,4,3,18,2,0,1,0,0,3,0.0,0.0,118.09,0.7782,0.9231,0.6154,0
1,1,3,11,11,3,0,2,9,8,2,1,0,2,0,1,0.0,0.0,-97.15,0.5041,1.7778,1.7407,0
3,0,2,9,9,3,0,2,6,6,2,0,1,3,0,0,0.0,0.3333333333333333,29.14,0.6777,1.5926,1.5556,0
3,0,2,10,5,0,1,4,6,14,1,0,2,0,1,2,1.0,0.0,246.98,0.8805,1.3333,0.6296,0
3,2,0,10,5,1,0,4,4,15,3,0,0,1,0,2,1.0,0.0,549.48,0.9768,2.3929,0.3333,0
3,1,1,8,4,1,2,2,6,10,0,1,2,0,1,2,0.0,0.3333333333333333,-22.58,0.6096,1.4074,1.5,2
2,0,3,5,5,2,3,0,11,6,1,0,2,2,1,0,0.6666666666666666,0.0,-89.5,0.5151,0.8148,1.1852,1
2,0,3,6,7,0,2,3,2,6,1,0,2,0,1,2,0.0,1.0,104.05,0.764,1.037,0.6667,1
1,0,4,4,7,2,2,1,8,6,1,0,2,1,1,1,0.0,1.0,-136.33,0.4479,0.8519,1.2593,1
1,2,2,3,3,2,0,3,6,6,0,1,2,1,0,2,0.0,0.3333333333333333,-173.79,0.3954,0.9259,1.5185,2
2,1,2,4,6,0,1,4,1,12,3,0,0,0,0,3,0.6666666666666666,0.3333333333333333,461.17,0.962,2.1481,0.5185,0
1,2,2,6,11,1,1,3,5,9,1,1,1,1,0,2,0.3333333333333333,0.6666666666666666,208.89,0.8555,1.75,1.0,2
2,1,2,6,9,0,1,4,3,10,0,2,1,0,1,2,0.3333333333333333,0.6666666666666666,147.95,0.8065,1.0417,0.625,1
1,2,2,7,9,1,2,2,5,10,1,1,1,1,1,1,0.0,0.0,94.47,0.7539,1.375,1.125,0
2,1,2,9,12,0,1,4,6,17,0,0,3,0,1,2,1.0,0.0,-31.05,0.5979,0.8333,0.7917,1
0,0,5,1,11,1,2,2,9,9,0,1,2,0,1,2,0.0,0.0,-108.77,0.4874,0.9167,1.1667,2
2,0,3,6,13,3,1,1,5,1,1,1,1,2,0,1,0.3333333333333333,0.0,-160.49,0.4138,1.0,1.5417,2
4,1,0,11,3,3,0,2,14,8,3,0,0,1,1,1,0.0,0.3333333333333333,50.94,0.7045,1.9167,1.625,2
2,1,2,4,4,3,2,0,8,2,0,2,1,1,1,1,0.0,0.3333333333333333,-241.63,0.3068,1.1538,2.1538,0
1,2,2,5,5,2,1,2,3,3,2,1,0,1,1,1,0.0,1.0,252.25,0.8837,2.0769,1.3846,0
2,2,1,13,5,1,3,1,6,6,2,1,0,0,1,2,0.3333333333333333,0.6666666666666666,190.86,0.8421,1.8462,1.3846,1
3,1,1,11,7,0,1,4,4,10,2,1,0,0,1,2,0.3333333333333333,0.6666666666666666,163.81,0.8203,1.4615,0.9231,0
2,0,3,6,10,1,3,1,7,6,2,0,1,1,2,0,0.6666666666666666,0.0,-1.19,0.6385,1.3077,1.2692,2
3,0,2,8,4,2,0,3,9,6,1,0,2,2,0,1,0.6666666666666666,0.0,-71.57,0.5408,1.2222,1.5926,1
2,0,3,8,9,1,0,4,2,13,3,0,0,1,0,2,1.0,0.0,286.53,0.9025,1.7037,0.6296,0
2,1,2,6,7,3,1,1,8,2,1,0,2,2,1,0,0.0,0.0,-290.86,0.25,1.2222,2.0,1
2,0,3,2,8,3,1,1,7,6,1,0,2,0,2,1,0.3333333333333333,0.3333333333333333,-219.7,0.3342,0.963,1.7407,2
0,4,1,6,7,2,0,3,5,5,1,2,0,1,0,2,0.3333333333333333,0.3333333333333333,110.72,0.7708,2.1111,1.6667,0
0,1,4,2,15,4,1,0,9,2,0,1,2,3,0,0,0.6666666666666666,0.0,-247.78,0.2993,0.8148,1.5926,2
5,0,0,10,2,2,3,0,11,1,3,0,0,3,0,0,0.0,1.0,2.08,0.6428,1.9259,2.037,2
2,2,1,5,4,1,1,3,5,10,2,1,0,0,0,3,0.0,0.0,-28.98,0.6008,1.08,1.2308,1
2,1,2,5,4,2,0,3,8,12,1,0,2,1,0,2,0.3333333333333333,0.3333333333333333,-113.09,0.4812,1.2222,1.6296,2
3,2,0,11,5,4,1,0,9,3,1,1,1,1,1,1,0.3333333333333333,0.0,126.17,0.7862,1.8519,1.4444,1
0,1,4,1,8,2,2,1,6,7,0,1,2,2,0,1,1.0,0.0,-42.48,0.582,0.88,1.04,0
4,0,1,10,4,2,2,1,9,5,2,0,1,1,1,1,0.0,0.0,118.76,0.7789,1.84,1.24,1
0,1,4,3,9,1,2,2,5,6,0,1,2,0,2,1,0.3333333333333333,0.3333333333333333,-63.98,0.5516,0.8889,0.963,1
1,3,1,5,4,0,2,3,2,5,2,1,0,1,1,1,0.3333333333333333,0.3333333333333333,102.17,0.762,1.1429,0.8929,0
2,0,3,7,10,3,1,1,12,4,0,1,2,2,1,0,0.0,0.0,-368.21,0.176,1.0833,2.44,1
4,1,0,9,2,3,2,0,7,0,2,1,0,2,1,0,0.0,0.6666666666666666,108.81,0.7689,1.76,1.64,1
2,3,0,4,0,2,3,0,6,4,1,2,0,2,1,0,0.6666666666666666,0.3333333333333333,-5.67,0.6325,1.4,1.52,0
1,0,4,4,13,2,1,2,7,8,1,0,2,3,0,0,0.0,0.6666666666666666,-2.73,0.6364,1.32,1.48,2
1,3,1,5,4,2,0,3,9,5,1,1,1,2,0,1,0.6666666666666666,0.0,66.84,0.7232,1.56,1.4,0
1,0,4,4,13,3,0,2,7,7,1,0,2,1,0,2,0.0,0.3333333333333333,-239.41,0.3095,0.96,1.76,0
1,1,3,4,11,2,1,2,13,8,0,1,2,0,1,2,1.0,0.0,-199.91,0.3601,1.08,1.76,2
1,0,4,5,11,3,0,2,8,6,1,0,2,2,0,1,0.0,1.0,25.33,0.6729,1.44,1.16,0
0,1,4,3,15,3,2,0,9,6,0,1,2,0,2,1,0.0,0.0,-186.22,0.3784,0.5926,1.3333,2
1,4,0,7,5,2,2,1,5,4,1,2,0,1,1,1,0.0,0.0,13.22,0.6574,1.3704,1.0769,0
3,1,1,9,4,2,2,1,7,5,2,1,0,0,1,2,0.0,0.3333333333333333,-148.28,0.431,1.6923,2.1111,2
0,2,3,4,10,2,2,1,8,8,1,1,1,0,2,1,0.6666666666666666,0.0,47.23,0.7001,1.2222,1.0,1
1,4,0,8,7,2,0,3,4,4,1,2,0,1,1,1,0.3333333333333333,0.3333333333333333,61.81,0.7174,1.1786,1.1786,1
0,1,4,5,11,2,1,2,12,6,0,0,3,0,0,3,0.0,0.0,-269.12,0.2742,0.6071,1.8214,2
2,0,3,6,8,4,0,1,11,9,2,0,1,2,0,1,0.6666666666666666,0.0,88.78,0.7478,1.6786,1.6429,1
1,0,4,4,15,2,1,2,6,5,0,0,3,1,0,2,0.0,0.0,-150.03,0.4285,0.3214,0.8214,2
1,1,3,6,8,2,1,2,6,4,1,0,2,3,0,0,0.0,0.3333333333333333,118.23,0.7784,1.5714,1.3571,2
0,1,4,3,14,1,1,3,5,6,0,1,2,0,0,3,0.0,0.0,-96.84,0.5045,0.5,0.8571,1
3,2,0,7,2,1,0,4,2,10,3,0,0,1,0,2,0.0,0.6666666666666666,121.99,0.7821,1.4286,0.9286,2
2,0,3,7,8,2,1,2,7,6,1,1,1,1,0,2,1.0,0.0,92.64,0.7519,1.5714,1.0357,0
2,2,1,9,7,0,1,4,1,12,2,1,0,0,1,2,0.6666666666666666,0.0,180.34,0.8339,1.25,0.7857,0
2,2,1,8,6,1,1,3,6,12,1,0,2,0,2,1,0.0,0.6666666666666666,-186.84,0.3776,0.7083,1.68,2
0,2,3,3,9,1,2,2,6,9,0,0,3,1,0,2,0.0,0.0,-51.24,0.5697,0.64,0.68,0
1,2,2,7,9,2,2,1,6,3,0,0,3,2,1,0,0.0,1.0,-194.38,0.3674,1.48,2.12,2
4,0,1,14,5,2,1,2,9,12,2,0,1,2,1,0,0.3333333333333333,0.3333333333333333,313.95,0.9155,1.68,0.84,0
2,2,1,7,4,0,0,5,0,11,1,1,1,0,0,3,0.6666666666666666,0.3333333333333333,192.68,0.8435,1.44,0.88,1
4,1,0,6,0,2,2,1,11,5,2,1,0,2,1,0,0.6666666666666666,0.3333333333333333,25.67,0.6734,1.6,1.36,0
5,0,0,16,5,3,0,2,9,5,2,1,0,1,0,2,1.0,0.0,274.21,0.8961,2.6,1.96,0
1,1,3,5,10,4,0,1,10,5,1,1,1,2,0,1,0.0,0.0,-137.29,0.4465,1.0,1.5185,2
2,2,1,8,6,2,2,1,12,4,0,2,1,0,2,1,0.0,0.3333333333333333,-138.24,0.4452,1.3333,1.8148,2
1,3,1,7,7,3,0,2,6,5,1,2,0,2,0,1,0.3333333333333333,0.3333333333333333,-9.51,0.6274,1.2692,1.2222,2
1,1,3,3,5,2,0,3,5,9,1,1,1,0,0,3,0.3333333333333333,0.6666666666666666,19.99,0.6661,1.3333,1.2593,1
2,2,1,7,4,5,0,0,12,1,2,1,0,2,1,0,0.3333333333333333,0.0,-53.0,0.5672,2.0741,2.1923,2
2,2,1,8,3,3,0,2,8,6,1,1,1,0,0,3,0.3333333333333333,0.6666666666666666,150.72,0.809,1.9643,1.75,0
3,0,2,7,7,3,1,1,9,4,1,0,2,2,0,1,0.3333333333333333,0.3333333333333333,5.41,0.6472,1.5,1.2143,0
0,0,5,0,13,1,2,2,6,8,0,0,3,1,1,1,0.0,0.0,-168.63,0.4025,0.6071,1.2143,2
0,3,2,1,4,1,3,1,7,7,0,2,1,0,2,1,0.0,0.0,-283.2,0.2583,0.6786,2.1429,1
4,0,1,9,7,2,3,0,10,5,3,0,0,2,1,0,0.6666666666666666,0.0,11.25,0.6548,1.7857,1.8214,0
5,0,0,9,1,1,2,2,4,5,2,1,0,0,1,2,0.6666666666666666,0.3333333333333333,218.0,0.8618,1.6429,0.9286,0
1,0,4,3,7,4,0,1,6,5,2,0,1,2,0,1,0.0,0.3333333333333333,-107.07,0.4898,1.6071,1.8571,0
3,2,0,14,0,3,1,1,7,5,0,3,0,0,1,2,0.0,0.0,-32.23,0.5963,2.0714,2.1786,2
5,0,0,15,3,0,3,2,6,8,3,0,0,0,2,1,0.6666666666666666,0.0,307.07,0.9124,2.2222,1.2222,0
3,1,1,10,6,2,1,2,7,7,1,1,1,1,2,0,0.6666666666666666,0.3333333333333333,436.66,0.9564,2.1538,0.68,0
4,1,0,6,1,4,0,1,14,7,2,1,0,2,0,1,0.3333333333333333,0.0,-58.92,0.5589,1.6538,1.7308,0
3,0,2,10,9,1,3,1,5,4,0,1,2,0,3,0,0.0,0.3333333333333333,-82.0,0.5259,1.5385,1.6154,0
2,2,1,6,5,1,2,2,6,9,0,3,0,0,2,1,0.6666666666666666,0.3333333333333333,189.93,0.8414,1.4615,0.7308,2
1,1,3,5,10,1,0,4,6,14,0,2,1,1,0,2,0.0,0.0,-101.31,0.4981,0.6538,1.2692,2
2,2,1,6,4,3,2,0,5,0,0,2,1,2,1,0,0.3333333333333333,0.6666666666666666,-113.47,0.4806,1.0,1.4615,1
2,2,1,10,5,1,1,3,2,6,2,0,1,0,1,2,1.0,0.0,333.32,0.9237,2.3846,0.9615,0
2,0,3,8,12,0,2,3,8,12,1,0,2,1,2,0,0.3333333333333333,0.0,4.33,0.6458,1.7308,1.4231,0
0,1,4,0,7,2,0,3,8,8,0,0,3,1,0,2,0.3333333333333333,0.3333333333333333,-226.4,0.3257,0.8846,1.8846,0
0,2,3,6,14,5,0,0,15,5,0,1,2,3,0,0,0.0,0.0,-507.2,0.0875,0.8,2.6154,2
3,1,1,14,4,3,1,1,9,5,3,0,0,2,1,0,0.3333333333333333,0.0,26.38,0.6743,1.8077,1.8077,0
1,1,3,5,10,0,1,4,3,15,2,0,1,0,0,3,0.0,1.0,163.41,0.82,1.25,0.5714,0
1,2,2,5,6,2,1,2,8,7,1,2,0,1,1,1,0.0,1.0,-212.51,0.3435,1.037,2.0,1
1,3,1,7,7,0,2,3,4,7,1,0,2,1,0,2,0.3333333333333333,0.0,-36.77,0.59,0.9643,1.3214,2
3,1,1,8,5,1,1,3,7,11,2,1,0,0,0,3,1.0,0.0,357.48,0.933,2.1429,0.9643,0
2,1,2,7,6,0,1,4,1,11,1,1,1,0,1,2,0.0,0.0,131.61,0.7914,1.0,0.7586,1
0,4,1,1,3,4,0,1,11,5,0,2,1,1,1,1,0.0,0.0,-232.31,0.3183,0.6897,1.8276,2
3,0,2,4,7,2,2,1,6,4,2,0,1,0,2,1,0.3333333333333333,0.6666666666666666,145.83,0.8046,1.7931,1.2069,0
0,1,4,3,7,5,0,0,9,1,0,1,2,3,0,0,0.0,0.3333333333333333,-251.19,0.2952,0.8621,1.6897,2
2,3,0,8,2,1,1,3,4,11,2,1,0,2,0,1,0.0,0.6666666666666666,133.34,0.793,1.6154,1.08,2
2,0,3,8,5,4,1,0,11,4,1,0,2,3,0,0,0.0,0.3333333333333333,-125.7,0.4631,1.3462,1.7308,0
2,1,2,10,5,1,3,1,5,4,0,2,1,1,1,1,0.0,0.3333333333333333,7.9,0.6505,1.3077,1.4231,2
1,1,3,4,11,2,0,3,6,7,0,0,3,2,0,1,0.0,0.0,-52.23,0.5683,1.0385,1.1154,2
2,2,1,8,4,0,0,5,1,13,1,1,1,0,0,3,0.0,0.0,202.11,0.8506,1.2308,0.6,0
1,1,3,9,15,2,0,3,5,11,0,1,2,1,0,2,0.3333333333333333,0.3333333333333333,-87.81,0.5175,0.8077,1.0385,0
3,0,2,6,6,2,0,3,6,9,2,0,1,1,0,2,0.6666666666666666,0.3333333333333333,100.26,0.76,1.6923,1.5,0
3,0,2,7,6,2,1,2,5,5,1,1,1,2,0,1,0.0,1.0,-67.92,0.546,1.2857,1.6296,2
5,0,0,14,2,0,3,2,5,8,3,0,0,0,1,2,0.3333333333333333,0.0,284.88,0.9016,2.25,1.2143,0
